epoch,model,metric_name,metric_value,time
116,generator,train_mean_loss,3.2442355,0.8298001289367676
116,discriminator,validation_accuracy,0.9511111111111111,0.8298320770263672
117,discriminator,train_mean_loss,0.7567373,0.8230736255645752
117,generator,train_mean_loss,3.4911394,0.8231806755065918
117,discriminator,validation_accuracy,0.8155555555555556,0.8232138156890869
118,discriminator,train_mean_loss,0.6376189,0.8256685733795166
118,generator,train_mean_loss,4.2410984,0.825777530670166
118,discriminator,validation_accuracy,0.8866666666666667,0.8258106708526611
119,discriminator,train_mean_loss,0.581605,0.8255081176757812
119,generator,train_mean_loss,4.627926,0.8256151676177979
119,discriminator,validation_accuracy,0.94,0.8256475925445557
120,discriminator,train_mean_loss,0.5591316,0.8253383636474609
120,generator,train_mean_loss,4.381208,0.8254435062408447
120,discriminator,validation_accuracy,0.8411111111111111,0.8254764080047607
121,discriminator,train_mean_loss,0.4742532,0.8245823383331299
121,generator,train_mean_loss,4.639562,0.8246924877166748
121,discriminator,validation_accuracy,0.8855555555555555,0.8247246742248535
122,discriminator,train_mean_loss,0.66668195,0.8234748840332031
122,generator,train_mean_loss,3.8721712,0.8235807418823242
122,discriminator,validation_accuracy,0.8727777777777778,0.823613166809082
123,discriminator,train_mean_loss,0.7083825,0.8215978145599365
123,generator,train_mean_loss,3.7209513,0.8217039108276367
123,discriminator,validation_accuracy,0.9338888888888889,0.8217365741729736
124,discriminator,train_mean_loss,0.6099643,0.8271448612213135
124,generator,train_mean_loss,4.038025,0.827251672744751
124,discriminator,validation_accuracy,0.8888888888888888,0.8272852897644043
125,discriminator,train_mean_loss,0.62928045,0.824958324432373
125,generator,train_mean_loss,3.8516018,0.8250603675842285
125,discriminator,validation_accuracy,0.9033333333333333,0.8250927925109863
126,discriminator,train_mean_loss,0.5031953,0.828101634979248
126,generator,train_mean_loss,4.64278,0.8282091617584229
126,discriminator,validation_accuracy,0.8488888888888889,0.8282420635223389
127,discriminator,train_mean_loss,0.67308366,0.8248565196990967
127,generator,train_mean_loss,3.7454867,0.8249614238739014
127,discriminator,validation_accuracy,0.8777777777777778,0.824993371963501
128,discriminator,train_mean_loss,0.48572817,0.8242933750152588
128,generator,train_mean_loss,4.732118,0.8243987560272217
